 SessionNum, Group,Subject, Chamber, Vertical Counts, Ambulatory Distance, Start Date, Start Time, Block150s,Block5mins,Block10mins,Block15mins,Block30mins
1,Muscimol,4,4,0,0, 21/03/2013, 11:53:55,18,9,5,3,2
1,Muscimol,4,4,0,0, 21/03/2013, 11:53:55,19,10,5,4,2
1,Muscimol,4,4,0,0, 21/03/2013, 11:53:55,20,10,5,4,2
1,Muscimol,4,4,0,0, 21/03/2013, 11:53:55,21,11,6,4,2
1,Muscimol,4,4,0,120.949466, 21/03/2013, 11:53:55,22,11,6,4,2
1,Muscimol,4,4,10,435.0647475, 21/03/2013, 11:53:55,23,12,6,4,2
1,Muscimol,4,4,2,40.52285413, 21/03/2013, 11:53:55,24,12,6,4,2
1,Saline,5,1,26,1042.826471, 21/03/2013, 13:29:22,1,1,1,1,1
1,Saline,5,1,5,157.319916, 21/03/2013, 13:29:22,2,1,1,1,1
1,Saline,5,1,11,171.067673, 21/03/2013, 13:29:22,3,2,1,1,1
1,Saline,5,1,1,34.75752047, 21/03/2013, 13:29:22,4,2,1,1,1
1,Saline,5,1,3,14.81061781, 21/03/2013, 13:29:22,5,3,2,1,1
1,Saline,5,1,4,203.8443737, 21/03/2013, 13:29:22,6,3,2,1,1
1,Saline,5,1,21,0, 21/03/2013, 13:29:22,7,4,2,2,1
1,Saline,5,1,1,6.475754782, 21/03/2013, 13:29:22,8,4,2,2,1
1,Saline,5,1,5,0, 21/03/2013, 13:29:22,9,5,3,2,1
1,Saline,5,1,0,0, 21/03/2013, 13:29:22,10,5,3,2,1
1,Saline,5,1,1,6.839159305, 21/03/2013, 13:29:22,11,6,3,2,1
1,Saline,5,1,4,0, 21/03/2013, 13:29:22,12,6,3,2,1
1,Saline,5,1,5,400.0187697, 21/03/2013, 13:29:22,13,7,4,3,2
1,Saline,5,1,0,0, 21/03/2013, 13:29:22,14,7,4,3,2
1,Saline,5,1,0,0, 21/03/2013, 13:29:22,15,8,4,3,2
1,Saline,5,1,2,58.69446821, 21/03/2013, 13:29:22,16,8,4,3,2
1,Saline,5,1,0,0, 21/03/2013, 13:29:22,17,9,5,3,2
1,Saline,5,1,0,0, 21/03/2013, 13:29:22,18,9,5,3,2
1,Saline,5,1,0,0, 21/03/2013, 13:29:22,19,10,5,4,2
1,Saline,5,1,0,0, 21/03/2013, 13:29:22,20,10,5,4,2
1,Saline,5,1,0,0, 21/03/2013, 13:29:22,21,11,6,4,2
1,Saline,5,1,0,0, 21/03/2013, 13:29:22,22,11,6,4,2
1,Saline,5,1,0,0, 21/03/2013, 13:29:22,23,12,6,4,2
1,Saline,5,1,2,171.9527151, 21/03/2013, 13:29:22,24,12,6,4,2
1,Muscimol,6,2,17,980.4494478, 21/03/2013, 13:29:22,1,1,1,1,1
1,Muscimol,6,2,11,231.3779145, 21/03/2013, 13:29:22,2,1,1,1,1
1,Muscimol,6,2,11,20.67661798, 21/03/2013, 13:29:22,3,2,1,1,1
1,Muscimol,6,2,21,364.0584104, 21/03/2013, 13:29:22,4,2,1,1,1
1,Muscimol,6,2,0,12.95150956, 21/03/2013, 13:29:22,5,3,2,1,1
1,Muscimol,6,2,11,0, 21/03/2013, 13:29:22,6,3,2,1,1
1,Muscimol,6,2,0,12.7, 21/03/2013, 13:29:22,7,4,2,2,1
1,Muscimol,6,2,0,0, 21/03/2013, 13:29:22,8,4,2,2,1
1,Muscimol,6,2,0,0, 21/03/2013, 13:29:22,9,5,3,2,1
1,Muscimol,6,2,0,0, 21/03/2013, 13:29:22,10,5,3,2,1
1,Muscimol,6,2,0,0, 21/03/2013, 13:29:22,11,6,3,2,1
1,Muscimol,6,2,12,181.243623, 21/03/2013, 13:29:22,12,6,3,2,1
1,Muscimol,6,2,22,439.4638953, 21/03/2013, 13:29:22,13,7,4,3,2
1,Muscimol,6,2,0,22.98575478, 21/03/2013, 13:29:22,14,7,4,3,2
1,Muscimol,6,2,0,0, 21/03/2013, 13:29:22,15,8,4,3,2
1,Muscimol,6,2,0,0, 21/03/2013, 13:29:22,16,8,4,3,2
1,Muscimol,6,2,0,0, 21/03/2013, 13:29:22,17,9,5,3,2
1,Muscimol,6,2,0,0, 21/03/2013, 13:29:22,18,9,5,3,2
1,Muscimol,6,2,0,0, 21/03/2013, 13:29:22,19,10,5,4,2
1,Muscimol,6,2,0,8.519418994, 21/03/2013, 13:29:22,20,10,5,4,2
1,Muscimol,6,2,0,0, 21/03/2013, 13:29:22,21,11,6,4,2
1,Muscimol,6,2,0,6.839159305, 21/03/2013, 13:29:22,22,11,6,4,2
1,Muscimol,6,2,0,0, 21/03/2013, 13:29:22,23,12,6,4,2
1,Muscimol,6,2,0,0, 21/03/2013, 13:29:22,24,12,6,4,2
1,Saline,7,3,17,840.1097943, 21/03/2013, 13:29:22,1,1,1,1,1
1,Saline,7,3,7,250.71219, 21/03/2013, 13:29:22,2,1,1,1,1
1,Saline,7,3,36,616.5799991, 21/03/2013, 13:29:22,3,2,1,1,1
1,Saline,7,3,12,234.7786863, 21/03/2013, 13:29:22,4,2,1,1,1
1,Saline,7,3,5,136.0240266, 21/03/2013, 13:29:22,5,3,2,1,1
1,Saline,7,3,1,20.72022299, 21/03/2013, 13:29:22,6,3,2,1,1
1,Saline,7,3,6,12.82575478, 21/03/2013, 13:29:22,7,4,2,2,1
1,Saline,7,3,0,0, 21/03/2013, 13:29:22,8,4,2,2,1
1,Saline,7,3,3,199.4075973, 21/03/2013, 13:29:22,9,5,3,2,1
1,Saline,7,3,6,244.1870328, 21/03/2013, 13:29:22,10,5,3,2,1
1,Saline,7,3,0,13.67831861, 21/03/2013, 13:29:22,11,6,3,2,1
1,Saline,7,3,0,0, 21/03/2013, 13:29:22,12,6,3,2,1
1,Saline,7,3,0,6.35, 21/03/2013, 13:29:22,13,7,4,3,2
1,Saline,7,3,1,27.6363726, 21/03/2013, 13:29:22,14,7,4,3,2
1,Saline,7,3,1,6.839159305, 21/03/2013, 13:29:22,15,8,4,3,2
1,Saline,7,3,0,0, 21/03/2013, 13:29:22,16,8,4,3,2
1,Saline,7,3,0,0, 21/03/2013, 13:29:22,17,9,5,3,2
1,Saline,7,3,0,0, 21/03/2013, 13:29:22,18,9,5,3,2
1,Saline,7,3,0,6.839159305, 21/03/2013, 13:29:22,19,10,5,4,2
1,Saline,7,3,0,0, 21/03/2013, 13:29:22,20,10,5,4,2
1,Saline,7,3,0,0, 21/03/2013, 13:29:22,21,11,6,4,2
1,Saline,7,3,4,158.9084873, 21/03/2013, 13:29:22,22,11,6,4,2
1,Saline,7,3,11,340.1911352, 21/03/2013, 13:29:22,23,12,6,4,2
1,Saline,7,3,7,165.0631937, 21/03/2013, 13:29:22,24,12,6,4,2
1,Saline,8,4,29,1735.949859, 21/03/2013, 13:29:22,1,1,1,1,1
1,Saline,8,4,28,993.5473271, 21/03/2013, 13:29:22,2,1,1,1,1
1,Saline,8,4,20,715.3503843, 21/03/2013, 13:29:22,3,2,1,1,1
1,Saline,8,4,14,567.082467, 21/03/2013, 13:29:22,4,2,1,1,1
1,Saline,8,4,13,731.5336729, 21/03/2013, 13:29:22,5,3,2,1,1
1,Saline,8,4,3,97.17135912, 21/03/2013, 13:29:22,6,3,2,1,1
1,Saline,8,4,0,0, 21/03/2013, 13:29:22,7,4,2,2,1
1,Saline,8,4,10,333.5111414, 21/03/2013, 13:29:22,8,4,2,2,1
1,Saline,8,4,2,47.29993054, 21/03/2013, 13:29:22,9,5,3,2,1
1,Saline,8,4,0,0, 21/03/2013, 13:29:22,10,5,3,2,1
1,Saline,8,4,0,0, 21/03/2013, 13:29:22,11,6,3,2,1
1,Saline,8,4,0,0, 21/03/2013, 13:29:22,12,6,3,2,1
1,Saline,8,4,6,369.1673985, 21/03/2013, 13:29:22,13,7,4,3,2
1,Saline,8,4,0,0, 21/03/2013, 13:29:22,14,7,4,3,2
1,Saline,8,4,0,0, 21/03/2013, 13:29:22,15,8,4,3,2
1,Saline,8,4,2,248.423504, 21/03/2013, 13:29:22,16,8,4,3,2
1,Saline,8,4,10,6.475754782, 21/03/2013, 13:29:22,17,9,5,3,2
1,Saline,8,4,17,755.2648555, 21/03/2013, 13:29:22,18,9,5,3,2
1,Saline,8,4,9,533.4906015, 21/03/2013, 13:29:22,19,10,5,4,2
1,Saline,8,4,0,42.20400411, 21/03/2013, 13:29:22,20,10,5,4,2
1,Saline,8,4,0,0, 21/03/2013, 13:29:22,21,11,6,4,2
1,Saline,8,4,3,448.6666682, 21/03/2013, 13:29:22,22,11,6,4,2
1,Saline,8,4,2,38.97308918, 21/03/2013, 13:29:22,23,12,6,4,2
1,Saline,8,4,2,103.3241736, 21/03/2013, 13:29:22,24,12,6,4,2
1,Muscimol,9,1,39,1819.417917, 21/03/2013, 15:18:25,1,1,1,1,1
1,Muscimol,9,1,23,333.0093482, 21/03/2013, 15:18:25,2,1,1,1,1
1,Muscimol,9,1,12,489.6157628, 21/03/2013, 15:18:25,3,2,1,1,1
1,Muscimol,9,1,1,185.9693502, 21/03/2013, 15:18:25,4,2,1,1,1
1,Muscimol,9,1,1,45.24506105, 21/03/2013, 15:18:25,5,3,2,1,1
1,Muscimol,9,1,0,0, 21/03/2013, 15:18:25,6,3,2,1,1
1,Muscimol,9,1,2,204.5849132, 21/03/2013, 15:18:25,7,4,2,2,1
1,Muscimol,9,1,1,6.35, 21/03/2013, 15:18:25,8,4,2,2,1
1,Muscimol,9,1,2,0, 21/03/2013, 15:18:25,9,5,3,2,1
1,Muscimol,9,1,3,212.5602245, 21/03/2013, 15:18:25,10,5,3,2,1
1,Muscimol,9,1,4,131.163847, 21/03/2013, 15:18:25,11,6,3,2,1
1,Muscimol,9,1,0,0, 21/03/2013, 15:18:25,12,6,3,2,1
1,Muscimol,9,1,0,0, 21/03/2013, 15:18:25,13,7,4,3,2
1,Muscimol,9,1,10,19.30150956, 21/03/2013, 15:18:25,14,7,4,3,2
1,Muscimol,9,1,10,519.8477919, 21/03/2013, 15:18:25,15,8,4,3,2
1,Muscimol,9,1,0,62.49224357, 21/03/2013, 15:18:25,16,8,4,3,2
1,Muscimol,9,1,1,13.31491409, 21/03/2013, 15:18:25,17,9,5,3,2
1,Muscimol,9,1,0,6.475754782, 21/03/2013, 15:18:25,18,9,5,3,2
1,Muscimol,9,1,0,0, 21/03/2013, 15:18:25,19,10,5,4,2
1,Muscimol,9,1,0,0, 21/03/2013, 15:18:25,20,10,5,4,2
1,Muscimol,9,1,0,0, 21/03/2013, 15:18:25,21,11,6,4,2
1,Muscimol,9,1,1,114.7394766, 21/03/2013, 15:18:25,22,11,6,4,2
1,Muscimol,9,1,0,27.75342702, 21/03/2013, 15:18:25,23,12,6,4,2
1,Muscimol,9,1,0,0, 21/03/2013, 15:18:25,24,12,6,4,2
